# Renewables.ninja Solar photovoltaic power (PV) (Point API) - -1.944, 30.062 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060,,,,,,,,,,,,,,,,,
# Units: time in UTC, local_time in Africa/Johannesburg, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC,,,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Africa/Johannesburg"""," ""electricity"": ""kW"""," ""irradiance_direct"": ""unknown"""," ""irradiance_diffuse"": ""unknown"""," ""temperature"": ""\u00baC""}"," ""params"": {""local_time"": ""true"""," ""header"": ""true"""," ""lat"": ""-1.9441"""," ""lon"": ""30.0619"""," ""date_from"": ""2024-01-01"""," ""date_to"": ""2024-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""1"""," ""system_loss"": ""0.12"""," ""tracking"": ""0"""," ""tilt"": ""2"""," ""azim"": ""0"""," ""raw"": ""true""}}"
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,,,,,,,,,,,,,
01/01/2024 00:00,01/01/2024 02:00,0,0,0,16.12,,,,,,,,,,,,,
01/01/2024 01:00,01/01/2024 03:00,0,0,0,15.567,,,,,,,,,,,,,
01/01/2024 02:00,01/01/2024 04:00,0,0,0,15.14,,,,,,,,,,,,,
01/01/2024 03:00,01/01/2024 05:00,0,0,0,14.867,,,,,,,,,,,,,
01/01/2024 04:00,01/01/2024 06:00,0.062,0.031,0.06,16.346,,,,,,,,,,,,,
01/01/2024 05:00,01/01/2024 07:00,0.263,0.196,0.122,19.195,,,,,,,,,,,,,
01/01/2024 06:00,01/01/2024 08:00,0.454,0.418,0.141,21.755,,,,,,,,,,,,,
01/01/2024 07:00,01/01/2024 09:00,0.574,0.557,0.173,23.517,,,,,,,,,,,,,
01/01/2024 08:00,01/01/2024 10:00,0.634,0.605,0.22,24.856,,,,,,,,,,,,,
01/01/2024 09:00,01/01/2024 11:00,0.629,0.533,0.288,25.712,,,,,,,,,,,,,
01/01/2024 10:00,01/01/2024 12:00,0.565,0.372,0.356,26.059,,,,,,,,,,,,,
01/01/2024 11:00,01/01/2024 13:00,0.488,0.248,0.371,26.083,,,,,,,,,,,,,
01/01/2024 12:00,01/01/2024 14:00,0.357,0.111,0.334,25.615,,,,,,,,,,,,,
01/01/2024 13:00,01/01/2024 15:00,0.198,0.029,0.22,24.676,,,,,,,,,,,,,
01/01/2024 14:00,01/01/2024 16:00,0.093,0.009,0.119,23.668,,,,,,,,,,,,,
01/01/2024 15:00,01/01/2024 17:00,0.013,0.002,0.033,22.027,,,,,,,,,,,,,
01/01/2024 16:00,01/01/2024 18:00,0,0,0,20.352,,,,,,,,,,,,,
01/01/2024 17:00,01/01/2024 19:00,0,0,0,19.731,,,,,,,,,,,,,
01/01/2024 18:00,01/01/2024 20:00,0,0,0,19.232,,,,,,,,,,,,,
01/01/2024 19:00,01/01/2024 21:00,0,0,0,18.818,,,,,,,,,,,,,
01/01/2024 20:00,01/01/2024 22:00,0,0,0,18.376,,,,,,,,,,,,,
01/01/2024 21:00,01/01/2024 23:00,0,0,0,17.94,,,,,,,,,,,,,
01/01/2024 22:00,02/01/2024 00:00,0,0,0,17.603,,,,,,,,,,,,,
01/01/2024 23:00,02/01/2024 01:00,0,0,0,17.325,,,,,,,,,,,,,
02/01/2024 00:00,02/01/2024 02:00,0,0,0,17.008,,,,,,,,,,,,,
02/01/2024 01:00,02/01/2024 03:00,0,0,0,16.676,,,,,,,,,,,,,
02/01/2024 02:00,02/01/2024 04:00,0,0,0,16.341,,,,,,,,,,,,,
02/01/2024 03:00,02/01/2024 05:00,0,0,0,16.01,,,,,,,,,,,,,
02/01/2024 04:00,02/01/2024 06:00,0.05,0.016,0.061,17.102,,,,,,,,,,,,,
02/01/2024 05:00,02/01/2024 07:00,0.216,0.1,0.164,19.294,,,,,,,,,,,,,
02/01/2024 06:00,02/01/2024 08:00,0.351,0.181,0.247,21.521,,,,,,,,,,,,,
02/01/2024 07:00,02/01/2024 09:00,0.448,0.237,0.319,23.289,,,,,,,,,,,,,
02/01/2024 08:00,02/01/2024 10:00,0.505,0.263,0.374,24.639,,,,,,,,,,,,,
02/01/2024 09:00,02/01/2024 11:00,0.543,0.296,0.398,25.7,,,,,,,,,,,,,
02/01/2024 10:00,02/01/2024 12:00,0.54,0.289,0.404,26.338,,,,,,,,,,,,,
02/01/2024 11:00,02/01/2024 13:00,0.458,0.183,0.395,26.345,,,,,,,,,,,,,
02/01/2024 12:00,02/01/2024 14:00,0.364,0.107,0.347,25.943,,,,,,,,,,,,,
02/01/2024 13:00,02/01/2024 15:00,0.198,0.026,0.223,24.857,,,,,,,,,,,,,
02/01/2024 14:00,02/01/2024 16:00,0.085,0.007,0.112,23.56,,,,,,,,,,,,,
02/01/2024 15:00,02/01/2024 17:00,0.005,0.001,0.022,21.809,,,,,,,,,,,,,
02/01/2024 16:00,02/01/2024 18:00,0,0,0,20.55,,,,,,,,,,,,,
02/01/2024 17:00,02/01/2024 19:00,0,0,0,19.998,,,,,,,,,,,,,
02/01/2024 18:00,02/01/2024 20:00,0,0,0,19.584,,,,,,,,,,,,,
02/01/2024 19:00,02/01/2024 21:00,0,0,0,19.208,,,,,,,,,,,,,
02/01/2024 20:00,02/01/2024 22:00,0,0,0,19.013,,,,,,,,,,,,,
02/01/2024 21:00,02/01/2024 23:00,0,0,0,18.744,,,,,,,,,,,,,
02/01/2024 22:00,03/01/2024 00:00,0,0,0,18.289,,,,,,,,,,,,,
02/01/2024 23:00,03/01/2024 01:00,0,0,0,17.764,,,,,,,,,,,,,
03/01/2024 00:00,03/01/2024 02:00,0,0,0,17.193,,,,,,,,,,,,,
03/01/2024 01:00,03/01/2024 03:00,0,0,0,16.711,,,,,,,,,,,,,
03/01/2024 02:00,03/01/2024 04:00,0,0,0,16.436,,,,,,,,,,,,,
03/01/2024 03:00,03/01/2024 05:00,0,0,0,16.27,,,,,,,,,,,,,
03/01/2024 04:00,03/01/2024 06:00,0.007,0.001,0.024,16.469,,,,,,,,,,,,,
03/01/2024 05:00,03/01/2024 07:00,0.064,0.003,0.09,17.19,,,,,,,,,,,,,
03/01/2024 06:00,03/01/2024 08:00,0.137,0.007,0.167,18.339,,,,,,,,,,,,,
03/01/2024 07:00,03/01/2024 09:00,0.231,0.017,0.265,19.926,,,,,,,,,,,,,
03/01/2024 08:00,03/01/2024 10:00,0.34,0.044,0.371,21.536,,,,,,,,,,,,,
03/01/2024 09:00,03/01/2024 11:00,0.441,0.097,0.449,22.916,,,,,,,,,,,,,
03/01/2024 10:00,03/01/2024 12:00,0.464,0.118,0.461,23.744,,,,,,,,,,,,,
03/01/2024 11:00,03/01/2024 13:00,0.342,0.045,0.376,23.576,,,,,,,,,,,,,
03/01/2024 12:00,03/01/2024 14:00,0.189,0.01,0.227,22.74,,,,,,,,,,,,,
03/01/2024 13:00,03/01/2024 15:00,0.111,0.004,0.144,22.16,,,,,,,,,,,,,
03/01/2024 14:00,03/01/2024 16:00,0.048,0.002,0.075,21.409,,,,,,,,,,,,,
03/01/2024 15:00,03/01/2024 17:00,0.004,0,0.021,20.332,,,,,,,,,,,,,
03/01/2024 16:00,03/01/2024 18:00,0,0,0,19.328,,,,,,,,,,,,,
03/01/2024 17:00,03/01/2024 19:00,0,0,0,18.853,,,,,,,,,,,,,
03/01/2024 18:00,03/01/2024 20:00,0,0,0,18.518,,,,,,,,,,,,,
03/01/2024 19:00,03/01/2024 21:00,0,0,0,18.317,,,,,,,,,,,,,
03/01/2024 20:00,03/01/2024 22:00,0,0,0,18.118,,,,,,,,,,,,,
03/01/2024 21:00,03/01/2024 23:00,0,0,0,17.688,,,,,,,,,,,,,
03/01/2024 22:00,04/01/2024 00:00,0,0,0,16.96,,,,,,,,,,,,,
03/01/2024 23:00,04/01/2024 01:00,0,0,0,16.383,,,,,,,,,,,,,
04/01/2024 00:00,04/01/2024 02:00,0,0,0,16.261,,,,,,,,,,,,,
04/01/2024 01:00,04/01/2024 03:00,0,0,0,16.425,,,,,,,,,,,,,
04/01/2024 02:00,04/01/2024 04:00,0,0,0,16.607,,,,,,,,,,,,,
04/01/2024 03:00,04/01/2024 05:00,0,0,0,16.584,,,,,,,,,,,,,
04/01/2024 04:00,04/01/2024 06:00,0.025,0.004,0.044,17.022,,,,,,,,,,,,,
04/01/2024 05:00,04/01/2024 07:00,0.177,0.056,0.164,19.793,,,,,,,,,,,,,
04/01/2024 06:00,04/01/2024 08:00,0.368,0.221,0.228,21.825,,,,,,,,,,,,,
04/01/2024 07:00,04/01/2024 09:00,0.548,0.477,0.217,23.699,,,,,,,,,,,,,
04/01/2024 08:00,04/01/2024 10:00,0.621,0.565,0.241,25.023,,,,,,,,,,,,,
04/01/2024 09:00,04/01/2024 11:00,0.662,0.62,0.254,26.049,,,,,,,,,,,,,
04/01/2024 10:00,04/01/2024 12:00,0.64,0.565,0.278,26.559,,,,,,,,,,,,,
04/01/2024 11:00,04/01/2024 13:00,0.58,0.456,0.296,26.617,,,,,,,,,,,,,
04/01/2024 12:00,04/01/2024 14:00,0.435,0.223,0.323,26.029,,,,,,,,,,,,,
04/01/2024 13:00,04/01/2024 15:00,0.227,0.044,0.24,24.823,,,,,,,,,,,,,
04/01/2024 14:00,04/01/2024 16:00,0.104,0.012,0.129,23.783,,,,,,,,,,,,,
04/01/2024 15:00,04/01/2024 17:00,0.012,0.001,0.031,22.393,,,,,,,,,,,,,
04/01/2024 16:00,04/01/2024 18:00,0,0,0,21.423,,,,,,,,,,,,,
04/01/2024 17:00,04/01/2024 19:00,0,0,0,20.714,,,,,,,,,,,,,
04/01/2024 18:00,04/01/2024 20:00,0,0,0,19.974,,,,,,,,,,,,,
04/01/2024 19:00,04/01/2024 21:00,0,0,0,19.325,,,,,,,,,,,,,
04/01/2024 20:00,04/01/2024 22:00,0,0,0,18.832,,,,,,,,,,,,,
04/01/2024 21:00,04/01/2024 23:00,0,0,0,18.416,,,,,,,,,,,,,
04/01/2024 22:00,05/01/2024 00:00,0,0,0,18.129,,,,,,,,,,,,,
04/01/2024 23:00,05/01/2024 01:00,0,0,0,17.905,,,,,,,,,,,,,
05/01/2024 00:00,05/01/2024 02:00,0,0,0,17.745,,,,,,,,,,,,,
05/01/2024 01:00,05/01/2024 03:00,0,0,0,17.575,,,,,,,,,,,,,
05/01/2024 02:00,05/01/2024 04:00,0,0,0,17.359,,,,,,,,,,,,,
05/01/2024 03:00,05/01/2024 05:00,0,0,0,17.134,,,,,,,,,,,,,
05/01/2024 04:00,05/01/2024 06:00,0.026,0.004,0.046,17.677,,,,,,,,,,,,,
05/01/2024 05:00,05/01/2024 07:00,0.155,0.033,0.162,19.548,,,,,,,,,,,,,
05/01/2024 06:00,05/01/2024 08:00,0.289,0.089,0.263,21.163,,,,,,,,,,,,,
05/01/2024 07:00,05/01/2024 09:00,0.444,0.219,0.33,22.807,,,,,,,,,,,,,
05/01/2024 08:00,05/01/2024 10:00,0.534,0.313,0.363,24.049,,,,,,,,,,,,,
05/01/2024 09:00,05/01/2024 11:00,0.567,0.339,0.387,24.932,,,,,,,,,,,,,
05/01/2024 10:00,05/01/2024 12:00,0.554,0.312,0.397,25.463,,,,,,,,,,,,,
05/01/2024 11:00,05/01/2024 13:00,0.508,0.261,0.383,25.635,,,,,,,,,,,,,
05/01/2024 12:00,05/01/2024 14:00,0.4,0.147,0.351,25.322,,,,,,,,,,,,,
05/01/2024 13:00,05/01/2024 15:00,0.205,0.029,0.228,24.243,,,,,,,,,,,,,
05/01/2024 14:00,05/01/2024 16:00,0.088,0.007,0.116,23.252,,,,,,,,,,,,,
05/01/2024 15:00,05/01/2024 17:00,0.009,0.001,0.027,21.731,,,,,,,,,,,,,
05/01/2024 16:00,05/01/2024 18:00,0,0,0,20.434,,,,,,,,,,,,,
05/01/2024 17:00,05/01/2024 19:00,0,0,0,19.801,,,,,,,,,,,,,
05/01/2024 18:00,05/01/2024 20:00,0,0,0,19.319,,,,,,,,,,,,,
05/01/2024 19:00,05/01/2024 21:00,0,0,0,18.924,,,,,,,,,,,,,
05/01/2024 20:00,05/01/2024 22:00,0,0,0,18.612,,,,,,,,,,,,,
05/01/2024 21:00,05/01/2024 23:00,0,0,0,18.362,,,,,,,,,,,,,
05/01/2024 22:00,06/01/2024 00:00,0,0,0,18.141,,,,,,,,,,,,,
05/01/2024 23:00,06/01/2024 01:00,0,0,0,17.971,,,,,,,,,,,,,
06/01/2024 00:00,06/01/2024 02:00,0,0,0,17.844,,,,,,,,,,,,,
06/01/2024 01:00,06/01/2024 03:00,0,0,0,17.656,,,,,,,,,,,,,
06/01/2024 02:00,06/01/2024 04:00,0,0,0,17.461,,,,,,,,,,,,,
06/01/2024 03:00,06/01/2024 05:00,0,0,0,17.277,,,,,,,,,,,,,
06/01/2024 04:00,06/01/2024 06:00,0.012,0.001,0.031,17.788,,,,,,,,,,,,,
06/01/2024 05:00,06/01/2024 07:00,0.092,0.007,0.118,19.174,,,,,,,,,,,,,
06/01/2024 06:00,06/01/2024 08:00,0.209,0.026,0.231,20.839,,,,,,,,,,,,,
06/01/2024 07:00,06/01/2024 09:00,0.348,0.08,0.345,22.174,,,,,,,,,,,,,
06/01/2024 08:00,06/01/2024 10:00,0.493,0.206,0.41,23.649,,,,,,,,,,,,,
06/01/2024 09:00,06/01/2024 11:00,0.538,0.248,0.435,24.716,,,,,,,,,,,,,
06/01/2024 10:00,06/01/2024 12:00,0.465,0.142,0.442,24.983,,,,,,,,,,,,,
06/01/2024 11:00,06/01/2024 13:00,0.38,0.077,0.395,24.828,,,,,,,,,,,,,
06/01/2024 12:00,06/01/2024 14:00,0.303,0.048,0.326,24.416,,,,,,,,,,,,,
06/01/2024 13:00,06/01/2024 15:00,0.213,0.027,0.239,23.727,,,,,,,,,,,,,
06/01/2024 14:00,06/01/2024 16:00,0.088,0.006,0.116,22.759,,,,,,,,,,,,,
06/01/2024 15:00,06/01/2024 17:00,0.009,0.001,0.027,21.217,,,,,,,,,,,,,
06/01/2024 16:00,06/01/2024 18:00,0,0,0,20.033,,,,,,,,,,,,,
06/01/2024 17:00,06/01/2024 19:00,0,0,0,19.393,,,,,,,,,,,,,
06/01/2024 18:00,06/01/2024 20:00,0,0,0,18.88,,,,,,,,,,,,,
06/01/2024 19:00,06/01/2024 21:00,0,0,0,18.586,,,,,,,,,,,,,
06/01/2024 20:00,06/01/2024 22:00,0,0,0,18.404,,,,,,,,,,,,,
06/01/2024 21:00,06/01/2024 23:00,0,0,0,18.202,,,,,,,,,,,,,
06/01/2024 22:00,07/01/2024 00:00,0,0,0,17.995,,,,,,,,,,,,,
06/01/2024 23:00,07/01/2024 01:00,0,0,0,17.863,,,,,,,,,,,,,
07/01/2024 00:00,07/01/2024 02:00,0,0,0,17.691,,,,,,,,,,,,,
07/01/2024 01:00,07/01/2024 03:00,0,0,0,17.496,,,,,,,,,,,,,
07/01/2024 02:00,07/01/2024 04:00,0,0,0,17.323,,,,,,,,,,,,,
07/01/2024 03:00,07/01/2024 05:00,0,0,0,17.174,,,,,,,,,,,,,
07/01/2024 04:00,07/01/2024 06:00,0.011,0.001,0.03,17.55,,,,,,,,,,,,,
07/01/2024 05:00,07/01/2024 07:00,0.098,0.01,0.122,19.088,,,,,,,,,,,,,
07/01/2024 06:00,07/01/2024 08:00,0.25,0.057,0.249,21.164,,,,,,,,,,,,,
07/01/2024 07:00,07/01/2024 09:00,0.453,0.247,0.315,23.217,,,,,,,,,,,,,
07/01/2024 08:00,07/01/2024 10:00,0.593,0.478,0.287,24.995,,,,,,,,,,,,,
07/01/2024 09:00,07/01/2024 11:00,0.649,0.581,0.275,26.128,,,,,,,,,,,,,
07/01/2024 10:00,07/01/2024 12:00,0.649,0.587,0.272,26.814,,,,,,,,,,,,,
07/01/2024 11:00,07/01/2024 13:00,0.597,0.505,0.274,27.046,,,,,,,,,,,,,
07/01/2024 12:00,07/01/2024 14:00,0.499,0.363,0.273,26.826,,,,,,,,,,,,,
07/01/2024 13:00,07/01/2024 15:00,0.306,0.122,0.258,25.907,,,,,,,,,,,,,
07/01/2024 14:00,07/01/2024 16:00,0.158,0.039,0.164,24.787,,,,,,,,,,,,,
07/01/2024 15:00,07/01/2024 17:00,0.026,0.004,0.047,22.826,,,,,,,,,,,,,
07/01/2024 16:00,07/01/2024 18:00,0,0,0,21.044,,,,,,,,,,,,,
07/01/2024 17:00,07/01/2024 19:00,0,0,0,20.319,,,,,,,,,,,,,
07/01/2024 18:00,07/01/2024 20:00,0,0,0,19.628,,,,,,,,,,,,,
07/01/2024 19:00,07/01/2024 21:00,0,0,0,19.015,,,,,,,,,,,,,
07/01/2024 20:00,07/01/2024 22:00,0,0,0,18.472,,,,,,,,,,,,,
07/01/2024 21:00,07/01/2024 23:00,0,0,0,17.99,,,,,,,,,,,,,
07/01/2024 22:00,08/01/2024 00:00,0,0,0,17.7,,,,,,,,,,,,,
07/01/2024 23:00,08/01/2024 01:00,0,0,0,17.43,,,,,,,,,,,,,
08/01/2024 00:00,08/01/2024 02:00,0,0,0,16.967,,,,,,,,,,,,,
08/01/2024 01:00,08/01/2024 03:00,0,0,0,16.492,,,,,,,,,,,,,
08/01/2024 02:00,08/01/2024 04:00,0,0,0,16.059,,,,,,,,,,,,,
08/01/2024 03:00,08/01/2024 05:00,0,0,0,15.912,,,,,,,,,,,,,
08/01/2024 04:00,08/01/2024 06:00,0.036,0.009,0.052,16.947,,,,,,,,,,,,,
08/01/2024 05:00,08/01/2024 07:00,0.215,0.11,0.153,19.605,,,,,,,,,,,,,
08/01/2024 06:00,08/01/2024 08:00,0.417,0.34,0.173,22.598,,,,,,,,,,,,,
08/01/2024 07:00,08/01/2024 09:00,0.565,0.547,0.175,24.681,,,,,,,,,,,,,
08/01/2024 08:00,08/01/2024 10:00,0.66,0.697,0.176,26.198,,,,,,,,,,,,,
08/01/2024 09:00,08/01/2024 11:00,0.697,0.75,0.188,27.299,,,,,,,,,,,,,
08/01/2024 10:00,08/01/2024 12:00,0.669,0.68,0.217,27.84,,,,,,,,,,,,,
08/01/2024 11:00,08/01/2024 13:00,0.625,0.606,0.221,28.044,,,,,,,,,,,,,
08/01/2024 12:00,08/01/2024 14:00,0.468,0.319,0.276,27.516,,,,,,,,,,,,,
08/01/2024 13:00,08/01/2024 15:00,0.296,0.118,0.251,26.585,,,,,,,,,,,,,
08/01/2024 14:00,08/01/2024 16:00,0.156,0.041,0.16,25.355,,,,,,,,,,,,,
08/01/2024 15:00,08/01/2024 17:00,0.024,0.004,0.044,23.15,,,,,,,,,,,,,
08/01/2024 16:00,08/01/2024 18:00,0,0,0,21.194,,,,,,,,,,,,,
08/01/2024 17:00,08/01/2024 19:00,0,0,0,20.423,,,,,,,,,,,,,
08/01/2024 18:00,08/01/2024 20:00,0,0,0,19.696,,,,,,,,,,,,,
08/01/2024 19:00,08/01/2024 21:00,0,0,0,19.059,,,,,,,,,,,,,
08/01/2024 20:00,08/01/2024 22:00,0,0,0,18.503,,,,,,,,,,,,,
08/01/2024 21:00,08/01/2024 23:00,0,0,0,18.018,,,,,,,,,,,,,
08/01/2024 22:00,09/01/2024 00:00,0,0,0,17.545,,,,,,,,,,,,,
08/01/2024 23:00,09/01/2024 01:00,0,0,0,17.026,,,,,,,,,,,,,
09/01/2024 00:00,09/01/2024 02:00,0,0,0,16.503,,,,,,,,,,,,,
09/01/2024 01:00,09/01/2024 03:00,0,0,0,16.063,,,,,,,,,,,,,
09/01/2024 02:00,09/01/2024 04:00,0,0,0,15.729,,,,,,,,,,,,,
09/01/2024 03:00,09/01/2024 05:00,0,0,0,15.515,,,,,,,,,,,,,
09/01/2024 04:00,09/01/2024 06:00,0.041,0.011,0.056,16.706,,,,,,,,,,,,,
09/01/2024 05:00,09/01/2024 07:00,0.215,0.107,0.156,19.296,,,,,,,,,,,,,
09/01/2024 06:00,09/01/2024 08:00,0.409,0.314,0.189,22.431,,,,,,,,,,,,,
09/01/2024 07:00,09/01/2024 09:00,0.559,0.523,0.191,24.793,,,,,,,,,,,,,
09/01/2024 08:00,09/01/2024 10:00,0.653,0.667,0.194,26.308,,,,,,,,,,,,,
09/01/2024 09:00,09/01/2024 11:00,0.69,0.72,0.207,27.215,,,,,,,,,,,,,
09/01/2024 10:00,09/01/2024 12:00,0.668,0.652,0.24,27.542,,,,,,,,,,,,,
09/01/2024 11:00,09/01/2024 13:00,0.542,0.373,0.326,27.135,,,,,,,,,,,,,
09/01/2024 12:00,09/01/2024 14:00,0.389,0.156,0.331,26.286,,,,,,,,,,,,,
09/01/2024 13:00,09/01/2024 15:00,0.25,0.06,0.251,25.186,,,,,,,,,,,,,
09/01/2024 14:00,09/01/2024 16:00,0.113,0.015,0.136,23.741,,,,,,,,,,,,,
09/01/2024 15:00,09/01/2024 17:00,0.011,0.001,0.03,21.838,,,,,,,,,,,,,
09/01/2024 16:00,09/01/2024 18:00,0,0,0,20.392,,,,,,,,,,,,,
09/01/2024 17:00,09/01/2024 19:00,0,0,0,19.725,,,,,,,,,,,,,
09/01/2024 18:00,09/01/2024 20:00,0,0,0,19.201,,,,,,,,,,,,,
09/01/2024 19:00,09/01/2024 21:00,0,0,0,18.685,,,,,,,,,,,,,
09/01/2024 20:00,09/01/2024 22:00,0,0,0,18.21,,,,,,,,,,,,,
09/01/2024 21:00,09/01/2024 23:00,0,0,0,17.696,,,,,,,,,,,,,
09/01/2024 22:00,10/01/2024 00:00,0,0,0,17.289,,,,,,,,,,,,,
09/01/2024 23:00,10/01/2024 01:00,0,0,0,17.051,,,,,,,,,,,,,
10/01/2024 00:00,10/01/2024 02:00,0,0,0,16.864,,,,,,,,,,,,,
10/01/2024 01:00,10/01/2024 03:00,0,0,0,16.714,,,,,,,,,,,,,
10/01/2024 02:00,10/01/2024 04:00,0,0,0,16.66,,,,,,,,,,,,,
10/01/2024 03:00,10/01/2024 05:00,0,0,0,16.709,,,,,,,,,,,,,
10/01/2024 04:00,10/01/2024 06:00,0.021,0.003,0.04,17.396,,,,,,,,,,,,,
10/01/2024 05:00,10/01/2024 07:00,0.123,0.015,0.143,18.786,,,,,,,,,,,,,
10/01/2024 06:00,10/01/2024 08:00,0.249,0.048,0.257,20.724,,,,,,,,,,,,,
10/01/2024 07:00,10/01/2024 09:00,0.36,0.095,0.346,22.48,,,,,,,,,,,,,
10/01/2024 08:00,10/01/2024 10:00,0.493,0.214,0.404,24.058,,,,,,,,,,,,,
10/01/2024 09:00,10/01/2024 11:00,0.55,0.273,0.429,25.143,,,,,,,,,,,,,
10/01/2024 10:00,10/01/2024 12:00,0.425,0.105,0.426,25.036,,,,,,,,,,,,,
10/01/2024 11:00,10/01/2024 13:00,0.371,0.073,0.388,24.779,,,,,,,,,,,,,
10/01/2024 12:00,10/01/2024 14:00,0.331,0.067,0.342,24.517,,,,,,,,,,,,,
10/01/2024 13:00,10/01/2024 15:00,0.233,0.038,0.251,23.83,,,,,,,,,,,,,
10/01/2024 14:00,10/01/2024 16:00,0.112,0.012,0.138,22.991,,,,,,,,,,,,,
10/01/2024 15:00,10/01/2024 17:00,0.012,0.001,0.031,21.457,,,,,,,,,,,,,
10/01/2024 16:00,10/01/2024 18:00,0,0,0,20.227,,,,,,,,,,,,,
10/01/2024 17:00,10/01/2024 19:00,0,0,0,19.623,,,,,,,,,,,,,
10/01/2024 18:00,10/01/2024 20:00,0,0,0,19.184,,,,,,,,,,,,,
10/01/2024 19:00,10/01/2024 21:00,0,0,0,18.758,,,,,,,,,,,,,
10/01/2024 20:00,10/01/2024 22:00,0,0,0,18.545,,,,,,,,,,,,,
10/01/2024 21:00,10/01/2024 23:00,0,0,0,18.256,,,,,,,,,,,,,
10/01/2024 22:00,11/01/2024 00:00,0,0,0,17.785,,,,,,,,,,,,,
10/01/2024 23:00,11/01/2024 01:00,0,0,0,17.551,,,,,,,,,,,,,
11/01/2024 00:00,11/01/2024 02:00,0,0,0,17.495,,,,,,,,,,,,,
11/01/2024 01:00,11/01/2024 03:00,0,0,0,17.398,,,,,,,,,,,,,
11/01/2024 02:00,11/01/2024 04:00,0,0,0,17.375,,,,,,,,,,,,,
11/01/2024 03:00,11/01/2024 05:00,0,0,0,17.383,,,,,,,,,,,,,
11/01/2024 04:00,11/01/2024 06:00,0.002,0,0.019,17.632,,,,,,,,,,,,,
11/01/2024 05:00,11/01/2024 07:00,0.049,0.002,0.075,18.528,,,,,,,,,,,,,
11/01/2024 06:00,11/01/2024 08:00,0.118,0.005,0.149,19.857,,,,,,,,,,,,,
11/01/2024 07:00,11/01/2024 09:00,0.174,0.008,0.21,20.44,,,,,,,,,,,,,
11/01/2024 08:00,11/01/2024 10:00,0.221,0.011,0.261,20.907,,,,,,,,,,,,,
11/01/2024 09:00,11/01/2024 11:00,0.255,0.014,0.299,21.568,,,,,,,,,,,,,
11/01/2024 10:00,11/01/2024 12:00,0.26,0.014,0.304,22.025,,,,,,,,,,,,,
11/01/2024 11:00,11/01/2024 13:00,0.237,0.013,0.28,22.145,,,,,,,,,,,,,
11/01/2024 12:00,11/01/2024 14:00,0.217,0.013,0.256,22.121,,,,,,,,,,,,,
11/01/2024 13:00,11/01/2024 15:00,0.156,0.009,0.19,21.739,,,,,,,,,,,,,
11/01/2024 14:00,11/01/2024 16:00,0.077,0.004,0.105,21.216,,,,,,,,,,,,,
11/01/2024 15:00,11/01/2024 17:00,0.008,0.001,0.027,20.205,,,,,,,,,,,,,
11/01/2024 16:00,11/01/2024 18:00,0,0,0,19.044,,,,,,,,,,,,,
11/01/2024 17:00,11/01/2024 19:00,0,0,0,18.631,,,,,,,,,,,,,
11/01/2024 18:00,11/01/2024 20:00,0,0,0,18.344,,,,,,,,,,,,,
11/01/2024 19:00,11/01/2024 21:00,0,0,0,18.098,,,,,,,,,,,,,
11/01/2024 20:00,11/01/2024 22:00,0,0,0,17.842,,,,,,,,,,,,,
11/01/2024 21:00,11/01/2024 23:00,0,0,0,17.58,,,,,,,,,,,,,
11/01/2024 22:00,12/01/2024 00:00,0,0,0,17.393,,,,,,,,,,,,,
11/01/2024 23:00,12/01/2024 01:00,0,0,0,17.317,,,,,,,,,,,,,
12/01/2024 00:00,12/01/2024 02:00,0,0,0,17.21,,,,,,,,,,,,,
12/01/2024 01:00,12/01/2024 03:00,0,0,0,17.085,,,,,,,,,,,,,
12/01/2024 02:00,12/01/2024 04:00,0,0,0,17.005,,,,,,,,,,,,,
12/01/2024 03:00,12/01/2024 05:00,0,0,0,16.884,,,,,,,,,,,,,
12/01/2024 04:00,12/01/2024 06:00,0.009,0.001,0.027,17.283,,,,,,,,,,,,,
12/01/2024 05:00,12/01/2024 07:00,0.087,0.006,0.112,18.235,,,,,,,,,,,,,
12/01/2024 06:00,12/01/2024 08:00,0.218,0.03,0.238,19.769,,,,,,,,,,,,,
12/01/2024 07:00,12/01/2024 09:00,0.366,0.095,0.351,21.108,,,,,,,,,,,,,
12/01/2024 08:00,12/01/2024 10:00,0.506,0.223,0.408,22.557,,,,,,,,,,,,,
12/01/2024 09:00,12/01/2024 11:00,0.538,0.248,0.432,23.552,,,,,,,,,,,,,
12/01/2024 10:00,12/01/2024 12:00,0.514,0.207,0.441,24.022,,,,,,,,,,,,,
12/01/2024 11:00,12/01/2024 13:00,0.442,0.133,0.418,24.021,,,,,,,,,,,,,
12/01/2024 12:00,12/01/2024 14:00,0.299,0.046,0.321,23.344,,,,,,,,,,,,,
12/01/2024 13:00,12/01/2024 15:00,0.194,0.021,0.222,22.487,,,,,,,,,,,,,
12/01/2024 14:00,12/01/2024 16:00,0.097,0.008,0.124,21.765,,,,,,,,,,,,,
